ListingId	UpdateOnDate	Address	NewPrice
178866567	2020-12-07	7-mackie-crescent-stirling-canberra	$550 per week
178866688	2020-11-30	63-7-state-circle-forrest-canberra	$1,200 pw - $1,400 pw
178866688	2020-12-07	63-7-state-circle-forrest-canberra	$1,100+ pw
178866688	2020-12-16	63-7-state-circle-forrest-canberra	$1,000+ pw
178868679	2020-12-15	1-grazier-lane-belconnen-canberra	$790 per week
178868679	2020-12-16	1-grazier-lane-belconnen-canberra	$790 per week
178872717	2020-11-30	116-45-eastlake-parade-kingston-canberra	$430 per week
178876886	2020-11-30	117-81-constituion-avenue-campbell-canberra	$510 per week
178877934	2020-12-15	13-3-burbury-close-barton-canberra	$540 per week
178877934	2020-12-16	13-3-burbury-close-barton-canberra	$540 per week
178880003	2020-12-07	317-240-bunda-street-city-canberra	$490 per week
178890611	2020-12-07	411-45-honeysett-view-kingston-canberra	$1,350 per week
178891010	2020-12-07	116-45-honeysett-view-kingston-act-2604-kingston-canberra	$825 per week
178893229	2020-12-07	6-27-moore-street-turner-canberra	$550 per week
178893248	2020-12-07	36-40-leahy-close-narrabundah-canberra	$500 per week
178894465	2020-11-30	2608-120-eastern-valley-way-belconnen-canberra	$420 p.w.
178898761	2020-11-30	49-10-ipima-street-braddon-canberra	$480 - $520 Per Week
178899267	2020-11-30	8-3-heard-street-mawson-canberra	$550 per week
178901801	2020-11-30	1415-38-akuna-street-city-canberra	$655 per week
178901822	2020-11-30	226-1-kalma-way-campbell-canberra	$660 per week
178902246	2020-12-07	45-43-blackall-street-barton-canberra	$510 per week
178902253	2020-12-15	1-2-pipeclay-street-lawson-canberra	$550 - $600 per week
178902253	2020-12-16	1-2-pipeclay-street-lawson-canberra	$550 - $600 per week
178913114	2020-11-30	27-7-9-oxley-street-griffith-canberra	$425.00 per week
178914136	2020-12-15	63-3-london-circuit-canberra-canberra	$495 per week
178914136	2020-12-16	63-3-london-circuit-canberra-canberra	$495 per week
178918903	2020-11-30	6-waller-crescent-campbell-canberra	$1,300 per week
178922796	2020-12-07	14-28-mort-street-braddon-canberra	$475-$500 per week
178923187	2020-12-15	1004-240-bunda-street-city-canberra	$520 per week
178923187	2020-12-16	1004-240-bunda-street-city-canberra	$520 per week
178923637	2020-12-07	18-clive-steel-avenue-monash-canberra	$680 per week
178925623	2020-12-07	33c-marshall-street-farrer-canberra	$400 per week
178925670	2020-12-07	75-jacka-crescent-campbell-canberra	$1150 per week
178925765	2020-12-15	609-21-marcus-clarke-street-canberra-canberra	$690 per week
178925765	2020-12-16	609-21-marcus-clarke-street-canberra-canberra	$690 per week
178935124	2020-12-07	57-11-trevillian-quay-kingston-canberra	$595 per week
178935892	2020-12-07	7-329-flemington-rd-franklin-canberra	$395 per week
178935892	2020-12-15	7-329-flemington-rd-franklin-canberra	$380 per week
178935892	2020-12-16	7-329-flemington-rd-franklin-canberra	$380 per week
178936610	2020-12-07	4-22-canberra-avenue-forrest-canberra	$500 per week
178940523	2020-12-15	42-144-flemington-road-harrison-canberra	$390 per week
178940523	2020-12-16	42-144-flemington-road-harrison-canberra	$390 per week
178941397	2020-12-07	10-10-burke-crescent-kingston-canberra	$525 per week
178945654	2020-12-07	77-barada-crescent-aranda-canberra	$500 per week
178946100	2020-12-15	188-1-anthony-rolfe-avenue-gungahlin-canberra	$430-$450 per week
178946100	2020-12-16	188-1-anthony-rolfe-avenue-gungahlin-canberra	$430-$450 per week
178946523	2020-12-15	76-566-cotter-road-wright-canberra	$600 per week
178946523	2020-12-16	76-566-cotter-road-wright-canberra	$600 per week
178950060	2020-12-15	3a-olympus-way-lyons-canberra	$690 per week
178950060	2020-12-16	3a-olympus-way-lyons-canberra	$690 per week
178950061	2020-12-15	214-19-marcus-clarke-acton-canberra	$730 per week
178950061	2020-12-16	214-19-marcus-clarke-acton-canberra	$730 per week
178953317	2020-12-07	131-18-austin-street-griffith-canberra	$660 per week
178954976	2020-12-15	8-2-david-street-turner-canberra	$640 per week
178954976	2020-12-16	8-2-david-street-turner-canberra	$640 per week
178955641	2020-12-07	807-25-edinburgh-avenue-city-canberra	$420 per week
178959824	2020-12-07	37-17-eldridge-crescent-garran-canberra	$650 per week
178960989	2020-12-15	9-2-macleay-street-turner-canberra	$550 per week
178960989	2020-12-16	9-2-macleay-street-turner-canberra	$550 per week
178961869	2020-12-15	38-57-bellhouse-crescent-moncrieff-canberra	$540 per week
178961869	2020-12-16	38-57-bellhouse-crescent-moncrieff-canberra	$540 per week
178981989	2020-12-15	17-72-shackleton-circuit-mawson-canberra	$670 Per Week
178981989	2020-12-16	17-72-shackleton-circuit-mawson-canberra	$670 Per Week
178988540	2020-12-15	46-74-leichhardt-street-griffith-canberra	$500 per week
178988540	2020-12-16	46-74-leichhardt-street-griffith-canberra	$500 per week
178988977	2020-12-15	47-15-coranderrk-street-city-canberra	$850 pw
178988977	2020-12-16	47-15-coranderrk-street-city-canberra	$850 pw
178995967	2020-12-15	2-houston-street-wanniassa-canberra	$560 per week
178995967	2020-12-16	2-houston-street-wanniassa-canberra	$560 per week
168668690	2020-12-18	2-akuna-street-city-canberra	$418 per week
175749337	2020-12-18	33-currong-street-south-reid-canberra	$490 - $491 per week
177086945	2020-12-18	73-217-northbourn-avenue-turner-canberra	$850 per week
178109306	2020-12-18	35-jerrabomberra-avenue-narrabundah-canberra	$450-$550 per week
178272816	2020-12-18	61-7-state-circle-forrest-canberra	$660 per week
178651418	2020-12-18	75-43-constitution-ave-reid-canberra	$580 - $600 per week
178718867	2020-12-18	28-2-pipeclay-street-lawson-canberra	$520 - $535 per week
178768840	2020-12-18	152-46-macquarie-street-barton-canberra	$610 per week
178792278	2020-12-18	1106-19-marcus-clarke-street-city-canberra	$900-950pw
178826774	2020-12-18	58b-caley-crescent-narrabundah-canberra	$300 per week
178836840	2020-12-18	70-11-trevillian-quay-kingston-canberra	$950 per week
178853854	2020-12-18	59-53-mcmillan-crescent-griffith-canberra	$430 pw
178866688	2020-12-18	63-7-state-circle-forrest-canberra	$1,000+ pw
178868679	2020-12-18	1-grazier-lane-belconnen-canberra	$790 per week
178877934	2020-12-18	13-3-burbury-close-barton-canberra	$540 per week
178902253	2020-12-18	1-2-pipeclay-street-lawson-canberra	$550 - $600 per week
178906986	2020-12-18	45-8-wilkins-street-mawson-canberra	$ 315
178914136	2020-12-18	63-3-london-circuit-canberra-canberra	$495 per week
178925765	2020-12-18	609-21-marcus-clarke-street-canberra-canberra	$690 per week
178946100	2020-12-18	188-1-anthony-rolfe-avenue-gungahlin-canberra	$430-$450 per week
178950061	2020-12-18	214-19-marcus-clarke-acton-canberra	$730 per week
178952353	2020-12-18	15-14-boolee-street-reid-canberra	$460 per week
178954976	2020-12-18	8-2-david-street-turner-canberra	$640 per week
178960989	2020-12-18	9-2-macleay-street-turner-canberra	$550 per week
178961869	2020-12-18	38-57-bellhouse-crescent-moncrieff-canberra	$540 per week
178978585	2020-12-18	47-19-howitt-street-kingston-canberra	$410
178981989	2020-12-18	17-72-shackleton-circuit-mawson-canberra	$670 Per Week
178988540	2020-12-18	46-74-leichhardt-street-griffith-canberra	$500 per week
178988948	2020-12-18	813-120-eastern-valley-way-belconnen-canberra	$395 per week
178988977	2020-12-18	47-15-coranderrk-street-city-canberra	$850 pw
178998658	2020-12-18	23-cynthea-teague-crescent-greenway-canberra	$730 per week
178999778	2020-12-18	2-6-farrer-street-braddon-canberra	$750-$1,000 per week
179009072	2020-12-18	1-134-blamey-crescent-campbell-canberra	$1,050 per week
179009822	2020-12-18	601-4-grazier-lane-belconnen-canberra	$440 per week
